gene	cog_category
Pk_ctg1_4524	S
Pk_ctg1_4525	C
Pk_ctg1_4526	ET
Pk_ctg1_4527	S
Pk_ctg1_4528	T
Pk_ctg1_4529	T
Pk_ctg1_4530	E
Pk_ctg1_4531	E
Pk_ctg1_4532	O
Pk_ctg1_4533	D
Pk_ctg1_4534	P
Pk_ctg1_4535	I
Pk_ctg1_4536	J
Pk_ctg1_4537	J
Pk_ctg1_4538	J
Pk_ctg1_4539	J
Pk_ctg1_4540	U
Pk_ctg1_4541	S
Pk_ctg1_4542	P
Pk_ctg1_4543	EGP
Pk_ctg1_4544	F
Pk_ctg1_4545	S
Pk_ctg1_4546	S
Pk_ctg1_4547	S
Pk_ctg1_4548	L
Pk_ctg1_4549	F
Pk_ctg1_4550	S
Pk_ctg1_4551	K
Pk_ctg1_4552	G
Pk_ctg1_4553	M
Pk_ctg1_4554	G
Pk_ctg1_4555	G
Pk_ctg1_4556	No_COG
Pk_ctg1_4557	No_COG
Pk_ctg1_4558	F
Pk_ctg1_4559	M
Pk_ctg1_4560	H
Pk_ctg1_4561	L
Pk_ctg1_4562	J
Pk_ctg1_4563	J
Pk_ctg1_4564	U
Pk_ctg1_4565	M
Pk_ctg1_4566	S
Pk_ctg1_4567	S
Pk_ctg1_4568	E
Pk_ctg1_4569	L
Pk_ctg1_4570	S
Pk_ctg1_4571	J
Pk_ctg1_4572	J
Pk_ctg1_4573	L
Pk_ctg1_4574	S
Pk_ctg1_4575	O
Pk_ctg1_4576	O
Pk_ctg1_4577	L
Pk_ctg1_4578	S
Pk_ctg1_4579	P
Pk_ctg1_4580	K
Pk_ctg1_4581	S
Pk_ctg1_4582	K
Pk_ctg1_4583	E
Pk_ctg1_4584	P
Pk_ctg1_4585	P
Pk_ctg1_4586	ET
Pk_ctg1_4587	S
Pk_ctg1_4588	JKL
Pk_ctg1_4589	E
Pk_ctg1_4590	E
Pk_ctg1_4591	S
Pk_ctg1_4592	ET
Pk_ctg1_4593	H
Pk_ctg1_4594	H
Pk_ctg1_4595	H
Pk_ctg1_4596	T
Pk_ctg1_4597	G
Pk_ctg1_4598	S
Pk_ctg1_4599	M
Pk_ctg1_4600	M
Pk_ctg1_4601	M
Pk_ctg1_4602	S
Pk_ctg1_4603	S
Pk_ctg1_4604	M
Pk_ctg1_4605	M
Pk_ctg1_4606	M
Pk_ctg1_4607	M
Pk_ctg1_4608	M
Pk_ctg1_4609	M
Pk_ctg1_4610	M
Pk_ctg1_4611	S
Pk_ctg1_4612	IQ
Pk_ctg1_4613	K
Pk_ctg1_4614	EGP
Pk_ctg1_4615	S
Pk_ctg1_4616	V
Pk_ctg1_4617	S
Pk_ctg1_4618	S
Pk_ctg1_4619	MU
Pk_ctg1_4620	K
Pk_ctg1_4621	No_COG
Pk_ctg1_4622	No_COG
Pk_ctg1_4623	C
Pk_ctg1_4624	S
Pk_ctg1_4625	EG
Pk_ctg1_4626	K
Pk_ctg1_4627	P
Pk_ctg1_4628	PT
Pk_ctg1_4629	K
Pk_ctg1_4630	S
Pk_ctg1_4631	S
Pk_ctg1_4632	No_COG
Pk_ctg1_4633	K
Pk_ctg1_4634	PT
Pk_ctg1_4635	P
Pk_ctg1_4636	V
Pk_ctg1_4637	J
Pk_ctg1_4638	K
Pk_ctg1_4639	E
Pk_ctg1_4640	E
Pk_ctg1_4641	S
Pk_ctg1_4642	S
Pk_ctg1_4643	S
Pk_ctg1_4644	E
Pk_ctg1_4645	S
Pk_ctg1_4646	G
Pk_ctg1_4647	G
Pk_ctg1_4648	Q
Pk_ctg1_4649	Q
Pk_ctg1_4650	K
Pk_ctg1_4651	No_COG
Pk_ctg1_4652	K
Pk_ctg1_4653	S
Pk_ctg1_4654	M
Pk_ctg1_4655	S
Pk_ctg1_4656	No_COG
Pk_ctg1_4657	IQ
Pk_ctg1_4658	S
Pk_ctg1_4659	G
Pk_ctg1_4660	M
Pk_ctg1_4661	S
Pk_ctg1_4662	K
Pk_ctg1_4663	C
Pk_ctg1_4664	T
Pk_ctg1_4665	No_COG
Pk_ctg1_4666	K
Pk_ctg1_4667	S
Pk_ctg1_4668	IQ
Pk_ctg1_4669	F
Pk_ctg1_4670	H
Pk_ctg1_4671	S
Pk_ctg1_4672	S
Pk_ctg1_4673	C
Pk_ctg1_4674	No_COG
Pk_ctg1_4675	L
Pk_ctg1_4676	E
Pk_ctg1_4677	E
Pk_ctg1_4678	O
Pk_ctg1_4679	V
Pk_ctg1_4680	Q
Pk_ctg1_4681	C
Pk_ctg1_4682	F
Pk_ctg1_4683	EF
Pk_ctg1_4684	No_COG
Pk_ctg1_4685	L
Pk_ctg1_4686	L
Pk_ctg1_4687	U
Pk_ctg1_4688	M
Pk_ctg1_4689	C
Pk_ctg1_4690	O
Pk_ctg1_4691	G
Pk_ctg1_4692	C
Pk_ctg1_4693	I
Pk_ctg1_4694	H
Pk_ctg1_4695	H
Pk_ctg1_4696	S
Pk_ctg1_4697	O
Pk_ctg1_4698	P
Pk_ctg1_4699	P
Pk_ctg1_4700	E
Pk_ctg1_4701	E
Pk_ctg1_4702	F
Pk_ctg1_4703	M
Pk_ctg1_4704	K
Pk_ctg1_4705	T
Pk_ctg1_4706	Q
Pk_ctg1_4707	Q
Pk_ctg1_4708	Q
Pk_ctg1_4709	Q
Pk_ctg1_4710	M
Pk_ctg1_4711	S
Pk_ctg1_4712	S
Pk_ctg1_4713	S
Pk_ctg1_4714	S
Pk_ctg1_4715	K
Pk_ctg1_4716	J
Pk_ctg1_4717	G
Pk_ctg1_4718	S
Pk_ctg1_4719	G
Pk_ctg1_4720	P
Pk_ctg1_4721	C
Pk_ctg1_4722	S
Pk_ctg1_4723	C
Pk_ctg1_4724	S
Pk_ctg1_4725	S
Pk_ctg1_4726	S
Pk_ctg1_4727	S
Pk_ctg1_4728	S
Pk_ctg1_4729	D
Pk_ctg1_4730	J
Pk_ctg1_4731	D
Pk_ctg1_4732	M
Pk_ctg1_4733	M
Pk_ctg1_4734	D
Pk_ctg1_4735	J
Pk_ctg1_4736	J
Pk_ctg1_4737	J
Pk_ctg1_4738	M
Pk_ctg1_4739	P
Pk_ctg1_4740	S
Pk_ctg1_4741	S
Pk_ctg1_4742	G
Pk_ctg1_4743	G
Pk_ctg1_4744	C
Pk_ctg1_4745	EM
Pk_ctg1_4746	No_COG
Pk_ctg1_4747	No_COG
Pk_ctg1_4748	K
Pk_ctg1_4749	S
Pk_ctg1_4750	T
Pk_ctg1_4751	T
Pk_ctg1_4752	S
Pk_ctg1_4753	No_COG
Pk_ctg1_4754	E
Pk_ctg1_4755	E
Pk_ctg1_4756	E
Pk_ctg1_4757	S
Pk_ctg1_4758	E
Pk_ctg1_4759	P
Pk_ctg1_4760	EP
Pk_ctg1_4761	P
Pk_ctg1_4762	P
Pk_ctg1_4763	No_COG
Pk_ctg1_4764	No_COG
Pk_ctg1_4765	EGP
Pk_ctg1_4766	No_COG
Pk_ctg1_4767	J
Pk_ctg1_4768	P
Pk_ctg1_4769	M
Pk_ctg1_4770	P
Pk_ctg1_4771	E
Pk_ctg1_4772	E
Pk_ctg1_4773	M
Pk_ctg1_4774	S
Pk_ctg1_4775	P
Pk_ctg1_4776	P
Pk_ctg1_4777	P
Pk_ctg1_4778	G
Pk_ctg1_4779	H
Pk_ctg1_4780	T
Pk_ctg1_4781	K
Pk_ctg1_4782	L
Pk_ctg1_4783	No_COG
Pk_ctg1_4784	NT
Pk_ctg1_4785	V
Pk_ctg1_4786	V
Pk_ctg1_4787	NU
Pk_ctg1_4788	H
Pk_ctg1_4789	No_COG
Pk_ctg1_4790	No_COG
Pk_ctg1_4791	J
Pk_ctg1_4792	J
Pk_ctg1_4793	J
Pk_ctg1_4794	J
Pk_ctg1_4795	J
Pk_ctg1_4796	K
Pk_ctg1_4797	S
Pk_ctg1_4798	G
Pk_ctg1_4799	G
Pk_ctg1_4800	H
Pk_ctg1_4801	O
Pk_ctg1_4802	J
Pk_ctg1_4803	J
Pk_ctg1_4804	No_COG
Pk_ctg1_4805	K
Pk_ctg1_4806	F
Pk_ctg1_4807	F
Pk_ctg1_4808	E
Pk_ctg1_4809	O
Pk_ctg1_4810	O
Pk_ctg1_4811	O
Pk_ctg1_4812	L
Pk_ctg1_4813	K
Pk_ctg1_4814	M
Pk_ctg1_4815	S
Pk_ctg1_4816	I
Pk_ctg1_4817	S
Pk_ctg1_4818	J
Pk_ctg1_4819	K
Pk_ctg1_4820	C
Pk_ctg1_4821	C
Pk_ctg1_4822	C
Pk_ctg1_4823	S
Pk_ctg1_4824	C
Pk_ctg1_4825	No_COG
Pk_ctg1_4826	L
Pk_ctg1_4827	L
Pk_ctg1_4828	No_COG
Pk_ctg1_4829	No_COG
Pk_ctg1_4830	C
Pk_ctg1_4831	L
Pk_ctg1_4832	EG
Pk_ctg1_4833	S
Pk_ctg1_4834	No_COG
Pk_ctg1_4835	No_COG
Pk_ctg1_4836	J
Pk_ctg1_4837	M
Pk_ctg1_4838	S
Pk_ctg1_4839	G
Pk_ctg1_4840	NT
Pk_ctg1_4841	S
Pk_ctg1_4842	S
Pk_ctg1_4843	M
Pk_ctg1_4844	No_COG
Pk_ctg1_4845	G
Pk_ctg1_4846	C
Pk_ctg1_4847	C
Pk_ctg1_4848	K
Pk_ctg1_4849	No_COG
Pk_ctg1_4850	No_COG
Pk_ctg1_4851	S
Pk_ctg1_4852	Q
Pk_ctg1_4853	K
Pk_ctg1_4854	EG
Pk_ctg1_4855	GM
Pk_ctg1_4856	K
Pk_ctg1_4857	S
Pk_ctg1_4858	S
Pk_ctg1_4859	S
Pk_ctg1_4860	K
Pk_ctg1_4861	S
Pk_ctg1_4862	K
Pk_ctg1_4863	T
Pk_ctg1_4864	M
Pk_ctg1_4865	T
Pk_ctg1_4866	IQ
Pk_ctg1_4867	IQ
Pk_ctg1_4868	H
Pk_ctg1_4869	IQ
Pk_ctg1_4870	I
Pk_ctg1_4871	No_COG
Pk_ctg1_4872	I
Pk_ctg1_4873	IQ
Pk_ctg1_4874	S
Pk_ctg1_4875	I
Pk_ctg1_4876	C
Pk_ctg1_4877	K
Pk_ctg1_4878	M
Pk_ctg1_4879	T
Pk_ctg1_4880	S
Pk_ctg1_4881	L
Pk_ctg1_4882	L
Pk_ctg1_4883	L
Pk_ctg1_4884	No_COG
Pk_ctg1_4885	C
Pk_ctg1_4886	H
Pk_ctg1_4887	K
Pk_ctg1_4888	F
Pk_ctg1_4889	K
Pk_ctg1_4890	S
Pk_ctg1_4891	S
Pk_ctg1_4892	S
Pk_ctg1_4893	S
Pk_ctg1_4894	No_COG
Pk_ctg1_4895	K
Pk_ctg1_4896	IQ
Pk_ctg1_4897	F
Pk_ctg1_4898	P
Pk_ctg1_4899	S
Pk_ctg1_4900	C
Pk_ctg1_4901	F
Pk_ctg1_4902	EGP
Pk_ctg1_4903	K
Pk_ctg1_4904	K
Pk_ctg1_4905	S
Pk_ctg1_4906	C
Pk_ctg1_4907	No_COG
Pk_ctg1_4908	EGP
Pk_ctg1_4909	P
Pk_ctg1_4910	No_COG
Pk_ctg1_4911	P
Pk_ctg1_4912	K
Pk_ctg1_4913	EGP
Pk_ctg1_4914	DT
Pk_ctg1_4915	I
Pk_ctg1_4916	IQ
Pk_ctg1_4917	I
Pk_ctg1_4918	S
Pk_ctg1_4919	U
Pk_ctg1_4920	S
Pk_ctg1_4921	S
Pk_ctg1_4922	U
Pk_ctg1_4923	NU
Pk_ctg1_4924	U
Pk_ctg1_4925	U
Pk_ctg1_4926	U
Pk_ctg1_4927	U
Pk_ctg1_4928	U
Pk_ctg1_4929	U
Pk_ctg1_4930	T
Pk_ctg1_4931	T
Pk_ctg1_4932	OU
Pk_ctg1_4933	U
Pk_ctg1_4934	T
Pk_ctg1_4935	S
Pk_ctg1_4936	S
Pk_ctg1_4937	M
Pk_ctg1_4938	J
Pk_ctg1_4939	S
Pk_ctg1_4940	S
Pk_ctg1_4941	V
Pk_ctg1_4942	I
Pk_ctg1_4943	S
Pk_ctg1_4944	T
Pk_ctg1_4945	E
Pk_ctg1_4946	J
Pk_ctg1_4947	I
Pk_ctg1_4948	S
Pk_ctg1_4949	T
Pk_ctg1_4950	NT
Pk_ctg1_4951	E
Pk_ctg1_4952	I
Pk_ctg1_4953	I
Pk_ctg1_4954	J
Pk_ctg1_4955	S
Pk_ctg1_4956	J
Pk_ctg1_4957	K
Pk_ctg1_4958	F
Pk_ctg1_4959	F
Pk_ctg1_4960	T
Pk_ctg1_4961	No_COG
Pk_ctg1_4962	No_COG
Pk_ctg1_4963	No_COG
Pk_ctg1_4964	U
Pk_ctg1_4965	M
Pk_ctg1_4966	H
Pk_ctg1_4967	H
Pk_ctg1_4968	H
Pk_ctg1_4969	C
Pk_ctg1_4970	H
Pk_ctg1_4971	H
Pk_ctg1_4972	H
Pk_ctg1_4973	K
Pk_ctg1_4974	S
Pk_ctg1_4975	S
Pk_ctg1_4976	S
Pk_ctg1_4977	P
Pk_ctg1_4978	S
Pk_ctg1_4979	E
Pk_ctg1_4980	E
Pk_ctg1_4981	E
Pk_ctg1_4982	E
Pk_ctg1_4983	E
Pk_ctg1_4984	O
Pk_ctg1_4985	E
Pk_ctg1_4986	M
Pk_ctg1_4987	K
Pk_ctg1_4988	E
Pk_ctg1_4989	E
Pk_ctg1_4990	K
Pk_ctg1_4991	O
Pk_ctg1_4992	O
Pk_ctg1_4993	S
Pk_ctg1_4994	S
Pk_ctg1_4995	K
Pk_ctg1_4996	EG
Pk_ctg1_4997	S
Pk_ctg1_4998	P
Pk_ctg1_4999	C
Pk_ctg1_5000	K
Pk_ctg1_5001	P
Pk_ctg1_5002	M
Pk_ctg1_5003	NU
Pk_ctg1_5004	K
Pk_ctg1_5005	J
Pk_ctg1_5006	O
Pk_ctg1_5007	KO
Pk_ctg1_5008	O
Pk_ctg1_5009	G
Pk_ctg1_5010	P
Pk_ctg1_5011	S
Pk_ctg1_5012	P
Pk_ctg1_5013	E
Pk_ctg1_5014	U
Pk_ctg1_5015	U
Pk_ctg1_5016	E
Pk_ctg1_5017	E
Pk_ctg1_5018	C
Pk_ctg1_5019	K
Pk_ctg1_5020	F
Pk_ctg1_5021	F
Pk_ctg1_5022	Q
Pk_ctg1_5023	C
Pk_ctg1_5024	No_COG
Pk_ctg1_5025	S
Pk_ctg1_5026	No_COG
Pk_ctg1_5027	E
Pk_ctg1_5028	S
Pk_ctg1_5029	E
Pk_ctg1_5030	C
Pk_ctg1_5031	S
Pk_ctg1_5032	S
Pk_ctg1_5033	S
Pk_ctg1_5034	S
Pk_ctg1_5035	L
Pk_ctg1_5036	J
Pk_ctg1_5037	S
Pk_ctg1_5038	J
Pk_ctg1_5039	J
Pk_ctg1_5040	J
Pk_ctg1_5041	J
Pk_ctg1_5042	P
Pk_ctg1_5043	P
Pk_ctg1_5044	NT
Pk_ctg1_5045	F
Pk_ctg1_5046	E
Pk_ctg1_5047	O
Pk_ctg1_5048	O
Pk_ctg1_5049	S
Pk_ctg1_5050	J
Pk_ctg1_5051	F
Pk_ctg1_5052	L
Pk_ctg1_5053	M
Pk_ctg1_5054	S
Pk_ctg1_5055	H
Pk_ctg1_5056	C
Pk_ctg1_5057	M
Pk_ctg1_5058	No_COG
Pk_ctg1_5059	S
Pk_ctg1_5060	No_COG
Pk_ctg1_5061	S
Pk_ctg1_5062	No_COG
Pk_ctg1_5063	L
Pk_ctg1_5064	S
Pk_ctg1_5065	S
Pk_ctg1_5066	S
Pk_ctg1_5067	S
Pk_ctg1_5068	I
Pk_ctg1_5069	N
Pk_ctg1_5070	N
Pk_ctg1_5071	T
Pk_ctg1_5072	P
Pk_ctg1_5073	I
Pk_ctg1_5074	No_COG
Pk_ctg1_5075	No_COG
Pk_ctg1_5076	E
Pk_ctg1_5077	T
Pk_ctg1_5078	S
Pk_ctg1_5079	L
Pk_ctg1_5080	O
Pk_ctg1_5081	S
Pk_ctg1_5082	L
Pk_ctg1_5083	S
Pk_ctg1_5084	S
Pk_ctg1_5085	S
Pk_ctg1_5086	L
Pk_ctg1_5087	S
Pk_ctg1_5088	F
Pk_ctg1_5089	H
Pk_ctg1_5090	MU
Pk_ctg1_5091	M
Pk_ctg1_5092	K
Pk_ctg1_5093	P
Pk_ctg1_5094	E
Pk_ctg1_5095	C
Pk_ctg1_5096	S
Pk_ctg1_5097	No_COG
Pk_ctg1_5098	No_COG
Pk_ctg1_5099	S
Pk_ctg1_5100	F
Pk_ctg1_5101	S
Pk_ctg1_5102	M
Pk_ctg1_5103	V
Pk_ctg1_5104	KLT
Pk_ctg1_5105	No_COG
Pk_ctg1_5106	S
Pk_ctg1_5107	O
Pk_ctg1_5108	S
Pk_ctg1_5109	KLT
Pk_ctg1_5110	KLT
Pk_ctg1_5111	KLT
Pk_ctg1_5112	F
Pk_ctg1_5113	M
Pk_ctg1_5114	M
Pk_ctg1_5115	M
Pk_ctg1_5116	H
Pk_ctg1_5117	C
Pk_ctg1_5118	C
Pk_ctg1_5119	P
Pk_ctg1_5120	T
Pk_ctg1_5121	O
Pk_ctg1_5122	S
Pk_ctg1_5123	No_COG
Pk_ctg1_5124	No_COG
Pk_ctg1_5125	S
Pk_ctg1_5126	M
Pk_ctg1_5127	E
Pk_ctg1_5128	C
Pk_ctg1_5129	I
Pk_ctg1_5130	NT
Pk_ctg1_5131	D
Pk_ctg1_5132	No_COG
Pk_ctg1_5133	NT
Pk_ctg1_5134	P
Pk_ctg1_5135	M
Pk_ctg1_5136	S
Pk_ctg1_5137	T
Pk_ctg1_5138	T
Pk_ctg1_5139	O
Pk_ctg1_5140	D
Pk_ctg1_5141	IQ
Pk_ctg1_5142	I
Pk_ctg1_5143	IQ
Pk_ctg1_5144	IQ
Pk_ctg1_5145	S
Pk_ctg1_5146	IQ
Pk_ctg1_5147	M
Pk_ctg1_5148	S
Pk_ctg1_5149	E
Pk_ctg1_5150	S
Pk_ctg1_5151	M
Pk_ctg1_5152	S
Pk_ctg1_5153	P
Pk_ctg1_5154	C
Pk_ctg1_5155	Q
Pk_ctg1_5156	No_COG
Pk_ctg1_5157	IQ
Pk_ctg1_5158	I
Pk_ctg1_5159	IQ
Pk_ctg1_5160	IQ
Pk_ctg1_5161	S
Pk_ctg1_5162	S
Pk_ctg1_5163	K
Pk_ctg1_5164	EGP
Pk_ctg1_5165	H
Pk_ctg1_5166	C
Pk_ctg1_5167	E
Pk_ctg1_5168	U
Pk_ctg1_5169	E
Pk_ctg1_5170	F
Pk_ctg1_5171	U
Pk_ctg1_5172	NU
Pk_ctg1_5173	NU
Pk_ctg1_5174	NU
Pk_ctg1_5175	NU
Pk_ctg1_5176	M
Pk_ctg1_5177	C
Pk_ctg1_5178	L
Pk_ctg1_5179	J
Pk_ctg1_5180	L
Pk_ctg1_5181	J
Pk_ctg1_5182	D
Pk_ctg1_5183	O
Pk_ctg1_5184	O
Pk_ctg1_5185	H
Pk_ctg1_5186	I
Pk_ctg1_5187	I
Pk_ctg1_5188	I
Pk_ctg1_5189	K
Pk_ctg1_5190	S
Pk_ctg1_5191	S
Pk_ctg1_5192	S
Pk_ctg1_5193	H
Pk_ctg1_5194	S
Pk_ctg1_5195	H
Pk_ctg1_5196	E
Pk_ctg1_5197	E
Pk_ctg1_5198	U
Pk_ctg1_5199	U
Pk_ctg1_5200	U
Pk_ctg1_5201	J
Pk_ctg1_5202	NT
Pk_ctg1_5203	E
Pk_ctg1_5204	P
Pk_ctg1_5205	ET
Pk_ctg1_5206	M
Pk_ctg1_5207	P
Pk_ctg1_5208	J
Pk_ctg1_5209	E
Pk_ctg1_5210	E
Pk_ctg1_5211	F
Pk_ctg1_5212	E
Pk_ctg1_5213	E
Pk_ctg1_5214	E
Pk_ctg1_5215	P
Pk_ctg1_5216	E
Pk_ctg1_5217	U
Pk_ctg1_5218	E
Pk_ctg1_5219	S
Pk_ctg1_5220	K
Pk_ctg1_5221	F
Pk_ctg1_5222	M
Pk_ctg1_5223	M
Pk_ctg1_5224	NT
Pk_ctg1_5225	S
Pk_ctg1_5226	G
Pk_ctg1_5227	S
Pk_ctg1_5228	S
Pk_ctg1_5229	G
Pk_ctg1_5230	S
Pk_ctg1_5231	T
Pk_ctg1_5232	H
Pk_ctg1_5233	E
Pk_ctg1_5234	S
Pk_ctg1_5235	S
Pk_ctg1_5236	T
Pk_ctg1_5237	T
Pk_ctg1_5238	No_COG
Pk_ctg1_5239	S
Pk_ctg1_5240	No_COG
Pk_ctg1_5241	J
Pk_ctg1_5242	U
Pk_ctg1_5243	O
Pk_ctg1_5244	P
Pk_ctg1_5245	G
Pk_ctg1_5246	D
Pk_ctg1_5247	M
Pk_ctg1_5248	S
Pk_ctg1_5249	S
Pk_ctg1_5250	ET
Pk_ctg1_5251	E
Pk_ctg1_5252	E
Pk_ctg1_5253	E
Pk_ctg1_5254	S
Pk_ctg1_5255	E
Pk_ctg1_5256	E
Pk_ctg1_5257	P
Pk_ctg1_5258	K
Pk_ctg1_5259	M
Pk_ctg1_5260	L
Pk_ctg1_5261	CO
Pk_ctg1_5262	No_COG
Pk_ctg1_5263	S
Pk_ctg1_5264	S
Pk_ctg1_5265	No_COG
Pk_ctg1_5266	S
Pk_ctg1_5267	No_COG
Pk_ctg1_5268	L
Pk_ctg1_5269	S
Pk_ctg1_5270	No_COG
Pk_ctg1_5271	No_COG
Pk_ctg1_5272	E
Pk_ctg1_5273	E
Pk_ctg1_5274	ET
Pk_ctg1_5275	P
Pk_ctg1_5276	P
Pk_ctg1_5277	S
Pk_ctg1_5278	V
Pk_ctg1_5279	No_COG
Pk_ctg1_5280	S
Pk_ctg1_5281	S
Pk_ctg1_5282	S
Pk_ctg1_5283	K
Pk_ctg1_5284	E
Pk_ctg1_5285	E
Pk_ctg1_5286	K
Pk_ctg1_5287	E
Pk_ctg1_5288	S
Pk_ctg1_5289	O
Pk_ctg1_5290	P
Pk_ctg1_5291	No_COG
Pk_ctg1_5292	E
Pk_ctg1_5293	S
Pk_ctg1_5294	E
Pk_ctg1_5295	M
Pk_ctg1_5296	T
Pk_ctg1_5297	T
Pk_ctg1_5298	Q
Pk_ctg1_5299	P
Pk_ctg1_5300	L
Pk_ctg1_5301	S
Pk_ctg1_5302	S
Pk_ctg1_5303	K
Pk_ctg1_5304	C
Pk_ctg1_5305	C
Pk_ctg1_5306	No_COG
Pk_ctg1_5307	S
Pk_ctg1_5308	I
Pk_ctg1_5309	L
Pk_ctg1_5310	No_COG
Pk_ctg1_5311	No_COG
Pk_ctg1_5312	No_COG
Pk_ctg1_5313	No_COG
Pk_ctg1_5314	S
Pk_ctg1_5315	K
Pk_ctg1_5316	S
Pk_ctg1_5317	F
Pk_ctg1_5318	O
Pk_ctg1_5319	I
Pk_ctg1_5320	J
Pk_ctg1_5321	T
Pk_ctg1_5322	O
Pk_ctg1_5323	F
Pk_ctg1_5324	T
Pk_ctg1_5325	K
Pk_ctg1_5326	K
Pk_ctg1_5327	Q
Pk_ctg1_5328	H
Pk_ctg1_5329	P
Pk_ctg1_5330	P
Pk_ctg1_5331	P
Pk_ctg1_5332	Q
Pk_ctg1_5333	C
Pk_ctg1_5334	C
Pk_ctg1_5335	P
Pk_ctg1_5336	K
Pk_ctg1_5337	S
Pk_ctg1_5338	N
Pk_ctg1_5339	No_COG
Pk_ctg1_5340	M
Pk_ctg1_5341	E
Pk_ctg1_5342	E
Pk_ctg1_5343	ET
Pk_ctg1_5344	P
Pk_ctg1_5345	E
Pk_ctg1_5346	N
Pk_ctg1_5347	I
Pk_ctg1_5348	I
Pk_ctg1_5349	C
Pk_ctg1_5350	P
Pk_ctg1_5351	P
Pk_ctg1_5352	P
Pk_ctg1_5353	Q
Pk_ctg1_5354	V
Pk_ctg1_5355	M
Pk_ctg1_5356	M
Pk_ctg1_5357	S
Pk_ctg1_5358	ET
Pk_ctg1_5359	E
Pk_ctg1_5360	P
Pk_ctg1_5361	P
Pk_ctg1_5362	No_COG
Pk_ctg1_5363	P
Pk_ctg1_5364	T
Pk_ctg1_5365	S
Pk_ctg1_5366	U
Pk_ctg1_5367	U
Pk_ctg1_5368	U
Pk_ctg1_5369	No_COG
Pk_ctg1_5370	S
Pk_ctg1_5371	HP
Pk_ctg1_5372	K
Pk_ctg1_5373	P
Pk_ctg1_5374	Q
Pk_ctg1_5375	K
Pk_ctg1_5376	P
Pk_ctg1_5377	P
Pk_ctg1_5378	P
Pk_ctg1_5379	P
Pk_ctg1_5380	I
Pk_ctg1_5381	K
Pk_ctg1_5382	T
Pk_ctg1_5383	KT
Pk_ctg1_5384	S
Pk_ctg1_5385	S
Pk_ctg1_5386	K
Pk_ctg1_5387	S
Pk_ctg1_5388	P
Pk_ctg1_5389	P
Pk_ctg1_5390	P
Pk_ctg1_5391	P
Pk_ctg1_5392	S
Pk_ctg1_5393	T
Pk_ctg1_5394	I
Pk_ctg1_5395	T
Pk_ctg1_5396	T
Pk_ctg1_5397	E
Pk_ctg1_5398	C
Pk_ctg1_5399	No_COG
Pk_ctg1_5400	No_COG
Pk_ctg1_5401	K
Pk_ctg1_5402	S
Pk_ctg1_5403	S
Pk_ctg1_5404	P
Pk_ctg1_5405	S
Pk_ctg1_5406	M
Pk_ctg1_5407	G
Pk_ctg1_5408	H
Pk_ctg1_5409	S
Pk_ctg1_5410	No_COG
Pk_ctg1_5411	MU
Pk_ctg1_5412	V
Pk_ctg1_5413	S
Pk_ctg1_5414	S
Pk_ctg1_5415	K
Pk_ctg1_5416	S
Pk_ctg1_5417	S
Pk_ctg1_5418	S
Pk_ctg1_5419	No_COG
Pk_ctg1_5420	O
Pk_ctg1_5421	S
Pk_ctg1_5422	M
Pk_ctg1_5423	V
Pk_ctg1_5424	EGP
Pk_ctg1_5425	K
Pk_ctg1_5426	P
Pk_ctg1_5427	P
Pk_ctg1_5428	Q
Pk_ctg1_5429	M
Pk_ctg1_5430	V
Pk_ctg1_5431	MU
Pk_ctg1_5432	Q
Pk_ctg1_5433	S
Pk_ctg1_5434	T
Pk_ctg1_5435	S
Pk_ctg1_5436	K
Pk_ctg1_5437	S
Pk_ctg1_5438	S
Pk_ctg1_5439	Q
Pk_ctg1_5440	S
Pk_ctg1_5441	NT
Pk_ctg1_5442	K
Pk_ctg1_5443	PT
Pk_ctg1_5444	P
Pk_ctg1_5445	S
Pk_ctg1_5446	No_COG
Pk_ctg1_5447	C
Pk_ctg1_5448	I
Pk_ctg1_5449	K
Pk_ctg1_5450	C
Pk_ctg1_5451	C
Pk_ctg1_5452	C
Pk_ctg1_5453	C
Pk_ctg1_5454	No_COG
Pk_ctg1_5455	S
Pk_ctg1_5456	S
Pk_ctg1_5457	S
Pk_ctg1_5458	S
Pk_ctg1_5459	S
Pk_ctg1_5460	S
Pk_ctg1_5461	E
Pk_ctg1_5462	E
Pk_ctg1_5463	K
Pk_ctg1_5464	T
Pk_ctg1_5465	S
Pk_ctg1_5466	S
Pk_ctg1_5467	C
Pk_ctg1_5468	O
Pk_ctg1_5469	S
Pk_ctg1_5470	No_COG
Pk_ctg1_5471	No_COG
Pk_ctg1_5472	S
Pk_ctg1_5473	S
Pk_ctg1_5474	S
Pk_ctg1_5475	E
Pk_ctg1_5476	S
Pk_ctg1_5477	T
Pk_ctg1_5478	S
Pk_ctg1_5479	E
Pk_ctg1_5480	C
Pk_ctg1_5481	No_COG
Pk_ctg1_5482	L
Pk_ctg1_5483	P
Pk_ctg1_5484	P
Pk_ctg1_5485	No_COG
Pk_ctg1_5486	C
Pk_ctg1_5487	C
Pk_ctg1_5488	O
Pk_ctg1_5489	C
Pk_ctg1_5490	S
Pk_ctg1_5491	S
Pk_ctg1_5492	S
Pk_ctg1_5493	O
Pk_ctg1_5494	O
Pk_ctg1_5495	S
Pk_ctg1_5496	P
Pk_ctg1_5497	P
